,pref,pref_id,loss_from_2019,final_date_month,state_of_emergency,second,cases_per_population,deaths_per_population,average_temperature,unemployment_rate_percent,over_age65_population,population_2019,area_ha,population_per_density_per_ha,cases_lag,deaths_lag
183,長崎県,42,0.4882,2020/5/31,1,0,0,0,20.2,2.6,433000,1327000,413100,3,1.13036925395629,0.0753579502637528
184,熊本県,43,0.3536,2020/5/31,1,0,0.05720823798627,0.11441647597254,21.3,3.3,543000,1748000,740945,2,1.88787185354691,0.05720823798627
185,大分県,44,0.4315,2020/5/31,1,0,0,0,20.2,2.3,373000,1135000,634076,2,2.73127753303965,0.0881057268722467
186,宮崎県,45,0.5536,2020/5/31,1,0,0,0,20.8,2.1,346000,1073000,773533,1,1.30475302889096,0
187,鹿児島県,46,0.4482,2020/5/31,1,0,0,0,21.7,2.9,512000,1602000,918708,2,0.561797752808989,0
188,沖縄県,47,0.3662,2020/5/31,1,0,0,0.0688231245698555,24.8,3.5,322000,1453000,228100,6,9.15347556779078,0.344115622849277
189,北海道,1,0.7362,2020/6/30,0,0,3.27619047619048,0.247619047619048,18.3,3.3,1673000,5250000,7842133,1,6.17142857142857,1.08571428571429
190,青森県,2,0.6659,2020/6/30,0,0,0,0,19.3,2.8,415000,1246000,964564,1,0.0802568218298555,0.0802568218298555
191,岩手県,3,0.6793,2020/6/30,0,0,0,0,20.4,2.6,406000,1227000,1527501,1,0,0
192,宮城県,4,0.4998,2020/6/30,0,0,0.2601908065915,0,21.2,2.6,652000,2306000,728229,3,0,0.0433651344319167
193,秋田県,5,0.5645,2020/6/30,0,0,0,0,20.9,3,359000,966000,1163752,1,0,0
194,山形県,6,0.5098,2020/6/30,0,0,0,0,22.1,2.4,360000,1078000,932315,1,0.0927643784786642,0
195,福島県,7,0.5887,2020/6/30,0,0,0.0541711809317443,0,22.4,2.5,582000,1846000,1378390,1,0.433369447453955,0
196,茨城県,8,0.4913,2020/6/30,0,0,0.20979020979021,0,22,2.5,843000,2860000,609739,5,0.174825174825175,0.104895104895105
197,栃木県,9,0.5129,2020/6/30,0,1,0.723888314374354,0,22.5,2.5,554000,1934000,640809,3,0.568769389865564,0
198,群馬県,10,0.612,2020/6/30,0,0,0.205973223480947,0,23.5,2.1,580000,1942000,636228,3,0.154479917610711,0.154479917610711
199,埼玉県,11,0.6124,2020/6/30,0,1,1.75510204081633,0.231292517006803,23.6,3.1,1961000,7350000,379775,19,1.91836734693878,0.19047619047619
200,千葉県,12,0.5855,2020/6/30,0,1,0.942642594663684,0,23.4,2.8,1743000,6259000,515760,12,1.02252756031315,0.207700910688608
201,東京都,13,0.4708,2020/6/30,0,1,7.14029164571511,0.143667839954026,23.2,3.2,3209000,13921000,219407,63,6.87450614180016,1.32892751957474
202,神奈川県,14,0.6775,2020/6/30,0,1,1.44596651445967,0.108719286801479,23.4,3.1,2329000,9198000,241630,38,3.73994346597086,0.565340291367689
203,山梨県,19,0.6089,2020/6/30,0,0,1.23304562268804,0,23.5,2.2,250000,811000,446527,2,1.35635018495684,0.123304562268804
204,新潟県,15,0.6296,2020/6/30,0,0,0.0449842555105713,0,22.3,2.3,720000,2223000,1258424,2,0.314889788573999,0
205,富山県,16,0.5019,2020/6/30,0,0,0,0,23,1.9,337000,1044000,424759,2,2.58620689655172,1.24521072796935
206,石川県,17,0.4121,2020/6/30,0,0,0.175746924428823,0.175746924428823,23.2,1.9,337000,1138000,418605,3,4.13005272407733,1.49384885764499
207,長野県,20,0.3979,2020/6/30,0,0,0.0488042947779405,0,21.8,2.1,653000,2049000,1356156,2,0.488042947779405,0
208,福井県,18,0.558,2020/6/30,0,0,0,0,23.5,1.4,235000,768000,419052,2,0,0
209,岐阜県,21,0.6559,2020/6/30,0,1,0.301962757926522,0,24.6,1.6,599000,1987000,1062129,2,0.0503271263210871,0.0503271263210871
210,静岡県,22,0.5302,2020/6/30,0,0,0.164654226125137,0,24.1,2.4,1089000,3644000,777735,5,0.109769484083425,0
211,愛知県,23,0.4969,2020/6/30,0,1,0.22510593220339,0,24.6,2.3,1892000,7552000,517306,15,0.317796610169492,0.0132415254237288
212,三重県,24,0.6734,2020/6/30,0,0,0.0561482313307131,0,24.3,1.6,530000,1781000,577445,3,0,0
213,滋賀県,25,0.5821,2020/6/30,0,0,0.0707213578500707,0,23.8,2.3,368000,1414000,401738,4,0.353606789250354,0
214,京都府,26,0.1765,2020/6/30,0,1,0.890437475803329,0.0387146728610143,24.7,2.6,753000,2583000,461220,6,1.47115756871854,0.2710027100271
215,大阪府,27,0.6663,2020/6/30,0,1,0.567601316835055,0.0340560790101033,24.9,3.3,2434000,8809000,190529,46,1.79362016119877,0.476785106141446
216,兵庫県,28,0.6839,2020/6/30,0,1,0.128064398097329,0.0548847420417124,24.3,2.8,1591000,5466000,840094,7,0.969630442736919,0.274423710208562
217,奈良県,29,0.5741,2020/6/30,0,0,0,0,24.2,2.6,417000,1330000,369094,4,0.601503759398496,0.075187969924812
218,和歌山県,30,0.704,2020/6/30,0,0,0.108108108108108,0,24.6,2.3,306000,925000,472465,2,0.108108108108108,0.108108108108108
219,鳥取県,31,0.4687,2020/6/30,0,0,0,0,23.3,2.6,178000,556000,350714,2,0,0
220,島根県,32,0.602,2020/6/30,0,0,0,0,23.1,0.8,231000,674000,670807,1,0.148367952522255,0
221,岡山県,33,0.6824,2020/6/30,0,0,0.0529100529100529,0,24.1,2.1,573000,1890000,711433,3,0.105820105820106,0
222,広島県,34,0.7314,2020/6/30,0,0,0.0356633380884451,0,24.2,2.4,823000,2804000,847964,3,0.427960057061341,0.0356633380884451
223,山口県,35,0.7054,2020/6/30,0,0,0,0,23.9,2,466000,1358000,611253,2,0.368188512518409,0
224,徳島県,36,0.5079,2020/6/30,0,0,0.137362637362637,0,24.1,2.2,245000,728000,414675,2,0,0
225,香川県,37,0.6153,2020/6/30,0,0,0,0,8,2.4,305000,956000,187679,5,0,0
226,愛媛県,38,0.4724,2020/6/30,0,0,0,0,24.6,1.9,442000,1339000,567616,2,2.61389096340553,0.0746825989544436
227,高知県,39,0.7952,2020/6/30,0,0,0,0,24,2.7,246000,698000,710364,1,0,0
228,福岡県,40,0.4895,2020/6/30,0,1,1.8025078369906,0.0979623824451411,24.9,3,1425000,5104000,498651,10,2.2923197492163,0.156739811912226
229,佐賀県,41,0.6615,2020/6/30,0,0,0,0,25.3,1.8,246000,815000,244070,3,0.736196319018405,0
230,長崎県,42,0.8186,2020/6/30,0,0,0,0,24.1,2.6,433000,1327000,413100,3,0,0
231,熊本県,43,0.63,2020/6/30,0,0,0.05720823798627,0,24.9,3.3,543000,1748000,740945,2,0.05720823798627,0.11441647597254
232,大分県,44,0.6628,2020/6/30,0,0,0,0,24,2.3,373000,1135000,634076,2,0,0
233,宮崎県,45,0.7878,2020/6/30,0,0,0,0,24.4,2.1,346000,1073000,773533,1,0,0
234,鹿児島県,46,0.7628,2020/6/30,0,0,0.0624219725343321,0,25,2.9,512000,1602000,918708,2,0,0
235,沖縄県,47,0.6696,2020/6/30,0,0,0,0.0688231245698555,28.1,3.5,322000,1453000,228100,6,0,0.0688231245698555
236,北海道,1,0.7653,2020/7/31,0,0,3.14285714285714,0.0761904761904762,21.2,2.7,1673000,5250000,7842133,1,3.27619047619048,0.247619047619048
237,青森県,2,0.7157,2020/7/31,0,0,0.401284109149278,0,21.2,2.8,415000,1246000,964564,1,0,0
238,岩手県,3,0.7184,2020/7/31,0,0,0.32599837000815,0,21.5,2.5,406000,1227000,1527501,1,0,0
239,宮城県,4,0.5824,2020/7/31,0,0,2.8620988725065,0,21.3,2.5,652000,2306000,728229,3,0.2601908065915,0
240,秋田県,5,0.7077,2020/7/31,0,0,0.20703933747412,0,23,2.6,359000,966000,1163752,1,0,0
241,山形県,6,0.5727,2020/7/31,0,0,0.649350649350649,0.0927643784786642,22.8,2.3,360000,1078000,932315,1,0,0
242,福島県,7,0.6482,2020/7/31,0,0,0.37919826652221,0,22.8,2.4,582000,1846000,1378390,1,0.0541711809317443,0
243,茨城県,8,0.5569,2020/7/31,0,0,4.1958041958042,0,22.9,2.4,843000,2860000,609739,5,0.20979020979021,0
244,栃木県,9,0.5605,2020/7/31,0,1,5.99793174767322,0,23.3,2.4,554000,1934000,640809,3,0.723888314374354,0
245,群馬県,10,0.6432,2020/7/31,0,0,1.90525231719876,0,24,2.3,580000,1942000,636228,3,0.205973223480947,0
246,埼玉県,11,0.7619,2020/7/31,0,1,16.0680272108844,0.122448979591837,24.3,3.2,1961000,7350000,379775,19,1.75510204081633,0.231292517006803
247,千葉県,12,0.63,2020/7/31,0,1,11.0081482664962,0.0639079725195718,24.7,3.1,1743000,6259000,515760,12,0.942642594663684,0
248,東京都,13,0.5217,2020/7/31,0,1,46.4334458731413,0.0502837439839092,24.3,3.5,3209000,13921000,219407,63,7.14029164571511,0.143667839954026
249,神奈川県,14,0.7572,2020/7/31,0,1,10.6871058925853,0.0326157860404436,24.4,3.4,2329000,9198000,241630,38,1.44596651445967,0.108719286801479
250,山梨県,19,0.5671,2020/7/31,0,0,2.83600493218249,0,24.6,1.8,250000,811000,446527,2,1.23304562268804,0
251,新潟県,15,0.698,2020/7/31,0,0,1.21457489878543,0,23.6,2.1,720000,2223000,1258424,2,0.0449842555105713,0
252,富山県,16,0.5738,2020/7/31,0,0,1.0536398467433,0,23.9,1.7,337000,1044000,424759,2,0,0
253,石川県,17,0.5344,2020/7/31,0,0,1.84534270650264,0,24.3,1.9,337000,1138000,418605,3,0.175746924428823,0.175746924428823
254,長野県,20,0.5271,2020/7/31,0,0,1.36652025378233,0,22.9,2,653000,2049000,1356156,2,0.0488042947779405,0
255,福井県,18,0.6563,2020/7/31,0,0,2.21354166666667,0,24.5,1.4,235000,768000,419052,2,0,0
256,岐阜県,21,0.6948,2020/7/31,0,1,8.80724710619024,0,25.4,1.8,599000,1987000,1062129,2,0.301962757926522,0
257,静岡県,22,0.5948,2020/7/31,0,0,5.26893523600439,0,25.2,2.6,1089000,3644000,777735,5,0.164654226125137,0
258,愛知県,23,0.6204,2020/7/31,0,1,17.3066737288136,0.0132415254237288,25.4,3,1892000,7552000,517306,15,0.22510593220339,0
259,三重県,24,0.7271,2020/7/31,0,0,3.08815272318922,0,25.2,2.3,530000,1781000,577445,3,0.0561482313307131,0
260,滋賀県,25,0.6794,2020/7/31,0,0,4.95049504950495,0,24.7,2.7,368000,1414000,401738,4,0.0707213578500707,0
261,京都府,26,0.3873,2020/7/31,0,1,15.7181571815718,0.0774293457220287,25.7,2.6,753000,2583000,461220,6,0.890437475803329,0.0387146728610143
262,大阪府,27,0.7886,2020/7/31,0,1,25.2355545464866,0.0454081053468044,26,3.9,2434000,8809000,190529,46,0.567601316835055,0.0340560790101033
263,兵庫県,28,0.7756,2020/7/31,0,1,9.40358580314673,0,25.7,2.7,1591000,5466000,840094,7,0.128064398097329,0.0548847420417124
264,奈良県,29,0.6416,2020/7/31,0,0,10.9774436090226,0,25.3,2.7,417000,1330000,369094,4,0,0
265,和歌山県,30,0.7321,2020/7/31,0,0,9.2972972972973,0,26.2,2.3,306000,925000,472465,2,0.108108108108108,0
266,鳥取県,31,0.6094,2020/7/31,0,0,2.15827338129496,0,24.6,2.3,178000,556000,350714,2,0,0
267,島根県,32,0.7053,2020/7/31,0,0,0.741839762611276,0,24,1.1,231000,674000,670807,1,0,0
268,岡山県,33,0.7478,2020/7/31,0,0,2.8042328042328,0,25.2,2.3,573000,1890000,711433,3,0.0529100529100529,0
269,広島県,34,0.762,2020/7/31,0,0,5.74179743223966,0,25.2,2.5,823000,2804000,847964,3,0.0356633380884451,0
270,山口県,35,0.7218,2020/7/31,0,0,1.17820324005891,0,24.5,2.1,466000,1358000,611253,2,0,0
271,徳島県,36,0.6131,2020/7/31,0,0,2.60989010989011,0,25.7,2.2,245000,728000,414675,2,0.137362637362637,0
272,香川県,37,0.6417,2020/7/31,0,0,1.88284518828452,0,8,2.2,305000,956000,187679,5,0,0
273,愛媛県,38,0.584,2020/7/31,0,0,0.522778192681105,0.0746825989544436,25.8,2.2,442000,1339000,567616,2,0,0
274,高知県,39,0.8998,2020/7/31,0,0,0.859598853868195,0,25.8,2.7,246000,698000,710364,1,0,0
275,福岡県,40,0.6127,2020/7/31,0,1,21.0619122257053,0.0195924764890282,25.5,3.1,1425000,5104000,498651,10,1.8025078369906,0.0979623824451411
276,佐賀県,41,0.7532,2020/7/31,0,0,4.29447852760736,0,25.5,1.8,246000,815000,244070,3,0,0
277,長崎県,42,0.8583,2020/7/31,0,0,4.29540316503391,0.0753579502637528,25.5,2.6,433000,1327000,413100,3,0,0
278,熊本県,43,0.6829,2020/7/31,0,0,8.12356979405034,0,25.8,2.7,543000,1748000,740945,2,0.05720823798627,0
279,大分県,44,0.677,2020/7/31,0,0,0.52863436123348,0,25.1,1.8,373000,1135000,634076,2,0,0
280,宮崎県,45,0.8158,2020/7/31,0,0,11.5563839701771,0,26.1,2.3,346000,1073000,773533,1,0,0
281,鹿児島県,46,0.605,2020/7/31,0,0,15.043695380774,0.0624219725343321,26.8,2.9,512000,1602000,918708,2,0.0624219725343321,0
282,沖縄県,47,0.7751,2020/7/31,0,0,17.4122505161734,0,29.3,3.5,322000,1453000,228100,6,0,0.0688231245698555
283,北海道,1,0.6941,2020/8/31,0,0,6.72380952380952,0,23.3,2.7,1673000,5250000,7842133,1,3.14285714285714,0.0761904761904762
284,青森県,2,0.6385,2020/8/31,0,0,0.240770465489567,0,25.2,2.8,415000,1246000,964564,1,0.401284109149278,0
285,岩手県,3,0.6067,2020/8/31,0,0,1.22249388753056,0,25.3,2.5,406000,1227000,1527501,1,0.32599837000815,0
286,宮城県,4,0.5186,2020/8/31,0,0,2.03816131830009,0.0433651344319167,26.6,2.5,652000,2306000,728229,3,2.8620988725065,0
287,秋田県,5,0.5735,2020/8/31,0,0,3.20910973084886,0,26.2,2.6,359000,966000,1163752,1,0.20703933747412,0
288,山形県,6,0.5136,2020/8/31,0,0,0.185528756957328,0,27,2.3,360000,1078000,932315,1,0.649350649350649,0.0927643784786642
289,福島県,7,0.6278,2020/8/31,0,0,3.90032502708559,0,27.8,2.4,582000,1846000,1378390,1,0.37919826652221,0
290,茨城県,8,0.4719,2020/8/31,0,0,8.77622377622378,0.104895104895105,27.4,2.4,843000,2860000,609739,5,4.1958041958042,0
291,栃木県,9,0.5434,2020/8/31,0,1,5.58428128231644,0.0517063081695967,28.2,2.4,554000,1934000,640809,3,5.99793174767322,0
292,群馬県,10,0.6465,2020/8/31,0,0,12.8733264675592,0,29.5,2.3,580000,1942000,636228,3,1.90525231719876,0
293,埼玉県,11,0.7194,2020/8/31,0,1,21.9455782312925,0.204081632653061,29.4,3.2,1961000,7350000,379775,19,16.0680272108844,0.122448979591837
294,千葉県,12,0.6152,2020/8/31,0,1,22.2080204505512,0.207700910688608,29,3.1,1743000,6259000,515760,12,11.0081482664962,0.0639079725195718
295,東京都,13,0.5229,2020/8/31,0,1,58.3650599813232,0.222685151928741,29.1,3.5,3209000,13921000,219407,63,46.4334458731413,0.0502837439839092
296,神奈川県,14,0.7619,2020/8/31,0,1,26.908023483366,0.260926288323549,29.1,3.4,2329000,9198000,241630,38,10.6871058925853,0.0326157860404436
297,山梨県,19,0.5525,2020/8/31,0,0,9.3711467324291,0.369913686806412,29,1.8,250000,811000,446527,2,2.83600493218249,0
298,新潟県,15,0.6302,2020/8/31,0,0,1.43949617633828,0,27.7,2.1,720000,2223000,1258424,2,1.21457489878543,0
299,富山県,16,0.546,2020/8/31,0,0,14.367816091954,0.28735632183908,28.8,1.7,337000,1044000,424759,2,1.0536398467433,0
300,石川県,17,0.4295,2020/8/31,0,0,26.8014059753954,0.527240773286468,28.9,1.9,337000,1138000,418605,3,1.84534270650264,0
301,長野県,20,0.4997,2020/8/31,0,0,7.36944851146901,0,27.2,2,653000,2049000,1356156,2,1.36652025378233,0
302,福井県,18,0.5625,2020/8/31,0,0,11.5885416666667,0,29,1.4,235000,768000,419052,2,2.21354166666667,0
303,岐阜県,21,0.6004,2020/8/31,0,1,11.2732762959235,0.150981378963261,30.3,1.8,599000,1987000,1062129,2,8.80724710619024,0
304,静岡県,22,0.5136,2020/8/31,0,0,5.68057080131723,0,29.2,2.6,1089000,3644000,777735,5,5.26893523600439,0
305,愛知県,23,0.5201,2020/8/31,0,1,36.5995762711864,0.397245762711864,30.3,3,1892000,7552000,517306,15,17.3066737288136,0.0132415254237288
306,三重県,24,0.6145,2020/8/31,0,0,15.6653565412689,0.0561482313307131,29.8,2.3,530000,1781000,577445,3,3.08815272318922,0
307,滋賀県,25,0.641,2020/8/31,0,0,19.7312588401697,0.282885431400283,29.4,2.7,368000,1414000,401738,4,4.95049504950495,0
308,京都府,26,0.4094,2020/8/31,0,1,25.7452574525745,0.116144018583043,30.5,2.6,753000,2583000,461220,6,15.7181571815718,0.0774293457220287
309,大阪府,27,0.688,2020/8/31,0,1,50.9251901464411,0.703825632875468,30.7,3.9,2434000,8809000,190529,46,25.2355545464866,0.0454081053468044
310,兵庫県,28,0.7196,2020/8/31,0,1,19.3011342846689,0.146359312111233,30,2.7,1591000,5466000,840094,7,9.40358580314673,0
311,奈良県,29,0.6008,2020/8/31,0,0,20.9022556390977,0.300751879699248,29.7,2.7,417000,1330000,369094,4,10.9774436090226,0
312,和歌山県,30,0.7255,2020/8/31,0,0,8.64864864864865,0.108108108108108,30,2.3,306000,925000,472465,2,9.2972972972973,0
313,鳥取県,31,0.5143,2020/8/31,0,0,1.2589928057554,0,29.3,2.3,178000,556000,350714,2,2.15827338129496,0
314,島根県,32,0.6267,2020/8/31,0,0,16.0237388724036,0,29.1,1.1,231000,674000,670807,1,0.741839762611276,0
315,岡山県,33,0.6178,2020/8/31,0,0,3.49206349206349,0.0529100529100529,29.9,2.3,573000,1890000,711433,3,2.8042328042328,0
316,広島県,34,0.6745,2020/8/31,0,0,4.60057061340942,0,29.9,2.5,823000,2804000,847964,3,5.74179743223966,0
317,山口県,35,0.6446,2020/8/31,0,0,8.46833578792342,0,28.7,2.1,466000,1358000,611253,2,1.17820324005891,0
318,徳島県,36,0.4964,2020/8/31,0,0,14.4230769230769,0.412087912087912,29.9,2.2,245000,728000,414675,2,2.60989010989011,0
319,香川県,37,0.5645,2020/8/31,0,0,3.34728033472803,0.104602510460251,8,2.2,305000,956000,187679,5,1.88284518828452,0
320,愛媛県,38,0.6054,2020/8/31,0,0,1.86706497386109,0.0746825989544436,30.6,2.2,442000,1339000,567616,2,0.522778192681105,0.0746825989544436
321,高知県,39,0.7851,2020/8/31,0,0,6.44699140401146,0,29.2,2.7,246000,698000,710364,1,0.859598853868195,0
322,福岡県,40,0.5875,2020/8/31,0,1,52.3119122257053,0.54858934169279,30.2,3.1,1425000,5104000,498651,10,21.0619122257053,0.0195924764890282
323,佐賀県,41,0.6204,2020/8/31,0,0,19.0184049079755,0,29.6,1.8,246000,815000,244070,3,4.29447852760736,0
324,長崎県,42,0.7136,2020/8/31,0,0,11.8311981914092,0.0753579502637528,28.8,2.6,433000,1327000,413100,3,4.29540316503391,0.0753579502637528
325,熊本県,43,0.5551,2020/8/31,0,0,18.8215102974828,0.22883295194508,29.7,2.7,543000,1748000,740945,2,8.12356979405034,0
326,大分県,44,0.5812,2020/8/31,0,0,6.96035242290749,0,29.3,1.8,373000,1135000,634076,2,0.52863436123348,0
327,宮崎県,45,0.5235,2020/8/31,0,0,20.2236719478099,0.0931966449207828,29.3,2.3,346000,1073000,773533,1,11.5563839701771,0
328,鹿児島県,46,0.6257,2020/8/31,0,0,6.86641697877653,0.624219725343321,29.8,2.9,512000,1602000,918708,2,15.043695380774,0.0624219725343321
329,沖縄県,47,0.5351,2020/8/31,0,0,119.13282863042,1.44528561596696,29.4,3.5,322000,1453000,228100,6,17.4122505161734,0
330,北海道,1,0.778,2020/9/30,0,0,6.20952380952381,0.0761904761904762,20.1,2.7,1673000,5250000,7842133,1,6.72380952380952,0
331,青森県,2,0.8244,2020/9/30,0,0,0.0802568218298555,0,21.3,2.8,415000,1246000,964564,1,0.240770465489567,0
332,岩手県,3,0.6776,2020/9/30,0,0,0.32599837000815,0,21,2.5,406000,1227000,1527501,1,1.22249388753056,0
333,宮城県,4,0.624,2020/9/30,0,0,8.62966175195143,0,22.5,2.5,652000,2306000,728229,3,2.03816131830009,0.0433651344319167
334,秋田県,5,0.6747,2020/9/30,0,0,0.41407867494824,0,22.9,2.6,359000,966000,1163752,1,3.20910973084886,0
335,山形県,6,0.6158,2020/9/30,0,0,0,0,22.4,2.3,360000,1078000,932315,1,0.185528756957328,0
336,福島県,7,0.6632,2020/9/30,0,0,4.98374864572048,0.162513542795233,22.6,2.4,582000,1846000,1378390,1,3.90032502708559,0
337,茨城県,8,0.4805,2020/9/30,0,0,3.91608391608392,0.13986013986014,23.5,2.4,843000,2860000,609739,5,8.77622377622378,0.104895104895105
338,栃木県,9,0.6085,2020/9/30,0,1,6.56670113753878,0,23.5,2.4,554000,1934000,640809,3,5.58428128231644,0.0517063081695967
339,群馬県,10,0.6569,2020/9/30,0,0,13.4397528321318,0,24,2.3,580000,1942000,636228,3,12.8733264675592,0
340,埼玉県,11,0.8465,2020/9/30,0,1,9.87755102040816,0.17687074829932,24.3,3.2,1961000,7350000,379775,19,21.9455782312925,0.204081632653061
341,千葉県,12,0.6529,2020/9/30,0,1,13.5005591947595,0.143792938169037,24.7,3.1,1743000,6259000,515760,12,22.2080204505512,0.207700910688608
342,東京都,13,0.5874,2020/9/30,0,1,35.3279218446951,0.323252639896559,24.2,3.5,3209000,13921000,219407,63,58.3650599813232,0.222685151928741
343,神奈川県,14,0.8221,2020/9/30,0,1,21.0480539247663,0.163078930202218,24.6,3.4,2329000,9198000,241630,38,26.908023483366,0.260926288323549
344,山梨県,19,0.5855,2020/9/30,0,0,2.09617755856967,0.246609124537608,24.4,1.8,250000,811000,446527,2,9.3711467324291,0.369913686806412
345,新潟県,15,0.759,2020/9/30,0,0,1.21457489878543,0,24.4,2.1,720000,2223000,1258424,2,1.43949617633828,0
346,富山県,16,0.572,2020/9/30,0,0,2.96934865900383,0.0957854406130268,24.5,1.7,337000,1044000,424759,2,14.367816091954,0.28735632183908
347,石川県,17,0.4911,2020/9/30,0,0,13.1810193321617,1.23022847100176,24.8,1.9,337000,1138000,418605,3,26.8014059753954,0.527240773286468
348,長野県,20,0.6018,2020/9/30,0,0,2.58662762323084,0.0488042947779405,22.7,2,653000,2049000,1356156,2,7.36944851146901,0
349,福井県,18,0.6142,2020/9/30,0,0,2.08333333333333,0.390625,24.6,1.4,235000,768000,419052,2,11.5885416666667,0
350,岐阜県,21,0.708,2020/9/30,0,1,3.57322596879718,0,25.4,1.8,599000,1987000,1062129,2,11.2732762959235,0.150981378963261
351,静岡県,22,0.5838,2020/9/30,0,0,1.67398463227223,0.0274423710208562,25.7,2.6,1089000,3644000,777735,5,5.68057080131723,0
352,愛知県,23,0.6408,2020/9/30,0,1,10.9904661016949,0.278072033898305,25.4,3,1892000,7552000,517306,15,36.5995762711864,0.397245762711864
353,三重県,24,0.7021,2020/9/30,0,0,7.24312184166199,0.280741156653565,25,2.3,530000,1781000,577445,3,15.6653565412689,0.0561482313307131
