,pref,pref_id,loss_from_2019,final_date_month,state_of_emergency,second,cases_per_population,deaths_per_population,average_temperature,unemployment_rate_percent,over_age65_population,population_2019,area_ha,population_per_density_per_ha,cases_lag,deaths_lag
511,佐賀県,41,0.761,2020/12/31,0,0,19.5092024539877,0.245398773006135,7.3,2,246000,815000,244070,3,6.74846625766871,0.122699386503067
512,長崎県,42,0.802,2020/12/31,0,0,28.9374529012811,0.0753579502637528,8.5,2.5,433000,1327000,413100,3,1.95930670685757,0
513,熊本県,43,0.61,2020/12/31,0,0,48.7414187643021,0.22883295194508,6.9,2.3,543000,1748000,740945,2,12.929061784897,0.28604118993135
514,大分県,44,0.571,2020/12/31,0,0,34.7136563876652,0.26431718061674,7.9,2,373000,1135000,634076,2,11.9823788546256,0
515,宮崎県,45,0.718,2020/12/31,0,0,23.7651444547996,0.65237651444548,9,2,346000,1073000,773533,1,12.5815470643057,0
516,鹿児島県,46,0.722,2020/12/31,0,0,24.1573033707865,0.0624219725343321,10.3,3.2,512000,1602000,918708,2,9.9250936329588,0
517,沖縄県,47,0.717,2020/12/31,0,0,71.7136958017894,0.825877494838266,19.2,3.6,322000,1453000,228100,6,67.9972470750172,0.412938747419133
518,北海道,1,0.607,2021/1/31,0,0,76.3238095238095,2.83809523809524,-4.4,3,1673000,5250000,7842133,1,87.0476190476191,4.93333333333333
519,青森県,2,0.704,2021/1/31,0,0,18.8603531300161,0.401284109149278,-1.9,3.6,415000,1246000,964564,1,15.008025682183,0.160513643659711
520,岩手県,3,0.664,2021/1/31,0,0,9.04645476772616,0.244498777506112,-2.8,3,406000,1227000,1527501,1,15.5664221678892,1.71149144254279
521,宮城県,4,0.592,2021/1/31,0,0,52.8187337380746,0.2601908065915,1.2,3,652000,2306000,728229,3,42.5411968777103,0.2601908065915
522,秋田県,5,0.607,2021/1/31,0,0,12.5258799171843,0,-0.4,3.4,359000,966000,1163752,1,5.175983436853,0
523,山形県,6,0.515,2021/1/31,0,0,10.760667903525,0.556586270871985,-1,2.8,360000,1078000,932315,1,23.3766233766234,0.556586270871985
524,福島県,7,0.571,2021/1/31,0,0,42.4160346695558,1.30010834236186,1.2,2.8,582000,1846000,1378390,1,23.9978331527627,0.75839653304442
525,茨城県,8,0.436,2021/1/31,0,0,82.9370629370629,0.909090909090909,3.4,2.7,843000,2860000,609739,5,30.9440559440559,0.524475524475524
526,栃木県,9,0.481,2021/1/31,1,1,118.562564632885,2.06825232678387,2.8,2.5,554000,1934000,640809,3,43.4332988624612,0.206825232678387
527,群馬県,10,0.537,2021/1/31,0,0,79.9176107106076,1.28733264675592,4,2.7,580000,1942000,636228,3,57.0545829042224,1.13285272914521
528,埼玉県,11,0.508,2021/1/31,1,1,148.176870748299,1.95918367346939,4,3.1,1961000,7350000,379775,19,79.8503401360544,0.91156462585034
529,千葉県,12,0.52,2021/1/31,1,1,180.57197635405,2.10896309314587,6,2.7,1743000,6259000,515760,12,65.0423390317942,0.495286787026682
530,東京都,13,0.597,2021/1/31,1,1,289.971984771209,1.86049852740464,5.4,2.7,3209000,13921000,219407,63,139.135119603477,0.991308095682781
531,神奈川県,14,0.61,2021/1/31,1,1,212.013481191563,2.14176994998913,6.2,2.5,2329000,9198000,241630,38,94.6618830180474,0.858882365731681
532,山梨県,19,0.44,2021/1/31,0,0,41.0604192355117,0.369913686806412,3.3,2,250000,811000,446527,2,27.6202219482121,0.246609124537608
533,新潟県,15,0.724,2021/1/31,0,0,16.6441745389114,0.269905533063428,1.9,2.7,720000,2223000,1258424,2,9.4017094017094,0.134952766531714
534,富山県,16,0.508,2021/1/31,0,0,29.9808429118774,0.0957854406130268,2.3,2.1,337000,1044000,424759,2,9.57854406130268,0
535,石川県,17,0.49,2021/1/31,0,0,34.3585237258348,0.615114235500879,3.9,2.1,337000,1138000,418605,3,19.1564147627417,0.0878734622144113
536,長野県,20,0.438,2021/1/31,0,0,53.9287457296242,1.02489019033675,0.2,2.6,653000,2049000,1356156,2,22.6939970717423,0.439238653001464
537,福井県,18,0.576,2021/1/31,0,0,20.703125,0.911458333333333,2.5,1.9,235000,768000,419052,2,5.078125,0.130208333333333
538,岐阜県,21,0.515,2021/1/31,1,1,91.9979869149472,1.76144942123805,4.6,1.7,599000,1987000,1062129,2,61.3990941117262,1.00654252642174
539,静岡県,22,0.466,2021/1/31,0,0,52.3874862788145,0.960482985729967,7.2,2.5,1089000,3644000,777735,5,27.7991218441273,0.823271130625686
540,愛知県,23,0.471,2021/1/31,1,1,98.9804025423729,2.46292372881356,5,2.7,1892000,7552000,517306,15,85.3945974576271,1.25794491525424
541,三重県,24,0.53,2021/1/31,0,0,50.3649635036496,0.673778775968557,5.7,1.8,530000,1781000,577445,3,24.3121841661988,0.617630544637844
542,滋賀県,25,0.591,2021/1/31,0,0,67.043847241867,1.34370579915134,4.2,2.8,368000,1414000,401738,4,27.7934936350778,0.141442715700141
543,京都府,26,0.437,2021/1/31,1,1,141.076267905536,2.55516840882695,5.1,2.9,753000,2583000,461220,6,82.5396825396825,0.5420054200542
544,大阪府,27,0.659,2021/1/31,1,1,155.761153365876,3.93915313883528,6.2,3.9,2434000,8809000,190529,46,110.863889204223,2.94017482120559
545,兵庫県,28,0.624,2021/1/31,1,1,118.294914013904,3.49432857665569,6.1,2.8,1591000,5466000,840094,7,80.0951335528723,2.37833882180754
546,奈良県,29,0.551,2021/1/31,0,0,75.6390977443609,1.05263157894737,4.7,2.3,417000,1330000,369094,4,63.609022556391,0.902255639097744
547,和歌山県,30,0.65,2021/1/31,0,0,48.3243243243243,0.756756756756757,6.3,2.6,306000,925000,472465,2,17.7297297297297,0.108108108108108
548,鳥取県,31,0.557,2021/1/31,0,0,14.3884892086331,0.359712230215827,4.3,2.7,178000,556000,350714,2,10.9712230215827,0
549,島根県,32,0.557,2021/1/31,0,0,9.05044510385757,0,4.5,2.3,231000,674000,670807,1,8.90207715133531,0
550,岡山県,33,0.622,2021/1/31,0,0,51.5873015873016,0.317460317460317,4.4,2.5,573000,1890000,711433,3,40.4232804232804,0.211640211640212
551,広島県,34,0.552,2021/1/31,0,0,53.3880171184023,2.03281027104137,5.2,2.5,823000,2804000,847964,3,87.8031383737518,1.03423680456491
552,山口県,35,0.594,2021/1/31,0,0,47.7172312223859,1.32547864506627,4.2,1.8,466000,1358000,611253,2,14.8011782032401,0.0736377025036819
553,徳島県,36,0.542,2021/1/31,0,0,25.6868131868132,0.686813186813187,5.9,2.2,245000,728000,414675,2,2.33516483516483,0
554,香川県,37,0.544,2021/1/31,0,0,35.4602510460251,1.25523012552301,8,2.3,305000,956000,187679,5,16.3179916317992,0.104602510460251
555,愛媛県,38,0.523,2021/1/31,0,0,39.4324122479462,0.373412994772218,5.6,2.4,442000,1339000,567616,2,11.277072442121,0.522778192681105
556,高知県,39,0.519,2021/1/31,0,0,26.3610315186246,1.00286532951289,6.9,2,246000,698000,710364,1,73.2091690544413,0.429799426934097
557,福岡県,40,0.563,2021/1/31,1,1,141.281347962382,1.33228840125392,7,3.1,1425000,5104000,498651,10,61.4615987460815,0.21551724137931
558,佐賀県,41,0.647,2021/1/31,0,0,59.2638036809816,0.122699386503067,6.2,1.4,246000,815000,244070,3,19.5092024539877,0.245398773006135
559,長崎県,42,0.654,2021/1/31,0,0,65.6367746797287,1.73323285606631,7.4,2.5,433000,1327000,413100,3,28.9374529012811,0.0753579502637528
560,熊本県,43,0.539,2021/1/31,0,0,83.7528604118993,2.63157894736842,6.3,2.9,543000,1748000,740945,2,48.7414187643021,0.22883295194508
561,大分県,44,0.533,2021/1/31,0,0,41.3215859030837,0.969162995594714,6.7,2.2,373000,1135000,634076,2,34.7136563876652,0.26431718061674
562,宮崎県,45,0.499,2021/1/31,0,0,99.0680335507922,1.11835973904939,8.1,2.5,346000,1073000,773533,1,23.7651444547996,0.65237651444548
563,鹿児島県,46,0.607,2021/1/31,0,0,37.8277153558052,0.31210986267166,9.2,2.8,512000,1602000,918708,2,24.1573033707865,0.0624219725343321
564,沖縄県,47,0.614,2021/1/31,0,0,150.103234686855,0.619408121128699,16.8,3.8,322000,1453000,228100,6,71.7136958017894,0.825877494838266
565,北海道,1,0.639,2021/2/28,0,0,31.3904761904762,1.42857142857143,-2.2,3,1673000,5250000,7842133,1,76.3238095238095,2.83809523809524
566,青森県,2,0.725,2021/2/28,0,0,7.9454253611557,0.561797752808989,-0.7,3.6,415000,1246000,964564,1,18.8603531300161,0.401284109149278
567,岩手県,3,0.692,2021/2/28,0,0,4.72697636511817,0.244498777506112,-0.2,3,406000,1227000,1527501,1,9.04645476772616,0.244498777506112
568,宮城県,4,0.724,2021/2/28,0,0,9.28013876843018,0.13009540329575,3.7,3,652000,2306000,728229,3,52.8187337380746,0.2601908065915
569,秋田県,5,0.581,2021/2/28,0,0,0.82815734989648,0.5175983436853,1.7,3.4,359000,966000,1163752,1,12.5258799171843,0
570,山形県,6,0.548,2021/2/28,0,0,3.71057513914657,0.185528756957328,1.2,2.8,360000,1078000,932315,1,10.760667903525,0.556586270871985
571,福島県,7,0.609,2021/2/28,0,0,11.9176598049837,1.4626218851571,4,2.8,582000,1846000,1378390,1,42.4160346695558,1.30010834236186
572,茨城県,8,0.416,2021/2/28,0,0,32.7622377622378,1.64335664335664,6,2.7,843000,2860000,609739,5,82.9370629370629,0.909090909090909
573,栃木県,9,0.503,2021/2/28,0,1,16.6494312306101,1.03412616339193,5.5,2.5,554000,1934000,640809,3,118.562564632885,2.06825232678387
574,群馬県,10,0.564,2021/2/28,0,0,32.6982492276004,0.772399588053553,6.3,2.7,580000,1942000,636228,3,79.9176107106076,1.28733264675592
575,埼玉県,11,0.528,2021/2/28,1,1,56.5986394557823,2.89795918367347,6.9,3.1,1961000,7350000,379775,19,148.176870748299,1.95918367346939
576,千葉県,12,0.498,2021/2/28,1,1,65.3938328806519,3.24332960536827,9.2,2.7,1743000,6259000,515760,12,180.57197635405,2.10896309314587
577,東京都,13,0.577,2021/2/28,1,1,78.9957617987214,3.51986207887364,8.5,2.7,3209000,13921000,219407,63,289.971984771209,1.86049852740464
578,神奈川県,14,0.629,2021/2/28,1,1,44.9771689497717,2.26136116547075,9.1,2.5,2329000,9198000,241630,38,212.013481191563,2.14176994998913
579,山梨県,19,0.475,2021/2/28,0,0,4.68557336621455,0.369913686806412,7,2,250000,811000,446527,2,41.0604192355117,0.369913686806412
580,新潟県,15,0.729,2021/2/28,0,0,7.64732343679712,0.269905533063428,4.4,2.7,720000,2223000,1258424,2,16.6441745389114,0.269905533063428
581,富山県,16,0.546,2021/2/28,0,0,3.16091954022989,0.0957854406130268,5.1,2.1,337000,1044000,424759,2,29.9808429118774,0.0957854406130268
582,石川県,17,0.43,2021/2/28,0,0,34.182776801406,0.351493848857645,6.6,2.1,337000,1138000,418605,3,34.3585237258348,0.615114235500879
583,長野県,20,0.478,2021/2/28,0,0,3.70912640312347,0.244021473889702,2.1,2.6,653000,2049000,1356156,2,53.9287457296242,1.02489019033675
584,福井県,18,0.649,2021/2/28,0,0,4.03645833333333,0.78125,5.4,1.9,235000,768000,419052,2,20.703125,0.911458333333333
585,岐阜県,21,0.527,2021/2/28,1,1,24.9622546552592,2.06341217916457,7.3,1.7,599000,1987000,1062129,2,91.9979869149472,1.76144942123805
586,静岡県,22,0.506,2021/2/28,0,0,15.1207464324918,0.466520307354555,10,2.5,1089000,3644000,777735,5,52.3874862788145,0.960482985729967
587,愛知県,23,0.449,2021/2/28,1,1,24.364406779661,1.5625,7.5,2.7,1892000,7552000,517306,15,98.9804025423729,2.46292372881356
588,三重県,24,0.548,2021/2/28,0,0,19.0903986524424,1.2914093206064,7.9,1.8,530000,1781000,577445,3,50.3649635036496,0.673778775968557
589,滋賀県,25,0.591,2021/2/28,0,0,24.3281471004243,1.13154172560113,6.9,2.8,368000,1414000,401738,4,67.043847241867,1.34370579915134
590,京都府,26,0.444,2021/2/28,1,1,23.8482384823848,1.43244289585753,7.7,2.9,753000,2583000,461220,6,141.076267905536,2.55516840882695
591,大阪府,27,0.617,2021/2/28,1,1,38.1995686229992,2.16823703030991,8.7,3.9,2434000,8809000,190529,46,155.761153365876,3.93915313883528
592,兵庫県,28,0.563,2021/2/28,1,1,27.478960848884,2.34174899377973,8.8,2.8,1591000,5466000,840094,7,118.294914013904,3.49432857665569
593,奈良県,29,0.559,2021/2/28,0,0,23.609022556391,0.601503759398496,7.4,2.3,417000,1330000,369094,4,75.6390977443609,1.05263157894737
594,和歌山県,30,0.672,2021/2/28,0,0,10.8108108108108,0.432432432432432,8.8,2.6,306000,925000,472465,2,48.3243243243243,0.756756756756757
595,鳥取県,31,0.576,2021/2/28,0,0,1.97841726618705,0,7,2.7,178000,556000,350714,2,14.3884892086331,0.359712230215827
596,島根県,32,0.601,2021/2/28,0,0,2.37388724035608,0,7.5,2.3,231000,674000,670807,1,9.05044510385757,0
597,岡山県,33,0.646,2021/2/28,0,0,7.72486772486773,0.582010582010582,7.3,2.5,573000,1890000,711433,3,51.5873015873016,0.317460317460317
598,広島県,34,0.619,2021/2/28,0,0,7.45363766048502,0.356633380884451,8.2,2.5,823000,2804000,847964,3,53.3880171184023,2.03281027104137
599,山口県,35,0.61,2021/2/28,0,0,10.8247422680412,1.25184094256259,7.5,1.8,466000,1358000,611253,2,47.7172312223859,1.32547864506627
600,徳島県,36,0.568,2021/2/28,0,0,9.2032967032967,0.274725274725275,8.6,2.2,245000,728000,414675,2,25.6868131868132,0.686813186813187
601,香川県,37,0.534,2021/2/28,0,0,11.1924686192469,0.313807531380753,8,2.3,305000,956000,187679,5,35.4602510460251,1.25523012552301
602,愛媛県,38,0.531,2021/2/28,0,0,5.22778192681105,0.373412994772218,8.5,2.4,442000,1339000,567616,2,39.4324122479462,0.373412994772218
603,高知県,39,0.606,2021/2/28,0,0,5.30085959885387,0.429799426934097,9.6,2,246000,698000,710364,1,26.3610315186246,1.00286532951289
604,福岡県,40,0.524,2021/2/28,1,1,36.9710031347962,2.03761755485893,10.2,3.1,1425000,5104000,498651,10,141.281347962382,1.33228840125392
605,佐賀県,41,0.641,2021/2/28,0,0,13.0061349693252,0.49079754601227,9.4,1.4,246000,815000,244070,3,59.2638036809816,0.122699386503067
606,長崎県,42,0.642,2021/2/28,0,0,6.48078372268274,0.678221552373775,10.3,2.5,433000,1327000,413100,3,65.6367746797287,1.73323285606631
607,熊本県,43,0.512,2021/2/28,0,0,5.94965675057208,0.51487414187643,9.7,2.9,543000,1748000,740945,2,83.7528604118993,2.63157894736842
608,大分県,44,0.551,2021/2/28,0,0,11.8942731277533,0.352422907488987,9.3,2.2,373000,1135000,634076,2,41.3215859030837,0.969162995594714
609,宮崎県,45,0.648,2021/2/28,0,0,11.8359739049394,0.0931966449207828,11.3,2.5,346000,1073000,773533,1,99.0680335507922,1.11835973904939
610,鹿児島県,46,0.609,2021/2/28,0,0,8.67665418227216,0.436953807740325,12.1,2.8,512000,1602000,918708,2,37.8277153558052,0.31210986267166
611,沖縄県,47,0.531,2021/2/28,0,0,44.6662078458362,1.99587061252581,18.5,3.8,322000,1453000,228100,6,150.103234686855,0.619408121128699
612,北海道,1,0.675,2021/3/31,0,0,36.2095238095238,1.37142857142857,3.8,3,1673000,5250000,7842133,1,31.3904761904762,1.42857142857143
613,青森県,2,0.73,2021/3/31,0,0,17.2552166934189,0,5.4,3.6,415000,1246000,964564,1,7.9454253611557,0.561797752808989
614,岩手県,3,0.712,2021/3/31,0,0,5.46047269763651,0,5.7,3,406000,1227000,1527501,1,4.72697636511817,0.244498777506112
615,宮城県,4,1,2021/3/31,0,0,104.596704249783,0.2601908065915,8.6,3,652000,2306000,728229,3,9.28013876843018,0.13009540329575
616,秋田県,5,0.639,2021/3/31,0,0,1.44927536231884,0,6.5,3.4,359000,966000,1163752,1,0.82815734989648,0.5175983436853
617,山形県,6,0.444,2021/3/31,0,0,37.569573283859,0.185528756957328,6.5,2.8,360000,1078000,932315,1,3.71057513914657,0.185528756957328
618,福島県,7,0.754,2021/3/31,0,0,29.9024918743229,2.27518959913326,9.1,2.8,582000,1846000,1378390,1,11.9176598049837,1.4626218851571
619,茨城県,8,0.544,2021/3/31,0,0,34.4405594405594,0.629370629370629,10.7,2.7,843000,2860000,609739,5,32.7622377622378,1.64335664335664
620,栃木県,9,0.612,2021/3/31,0,1,28.1799379524302,0.206825232678387,10.6,2.5,554000,1934000,640809,3,16.6494312306101,1.03412616339193
621,群馬県,10,0.66,2021/3/31,0,0,26.0041194644696,0.772399588053553,10.8,2.7,580000,1942000,636228,3,32.6982492276004,0.772399588053553
622,埼玉県,11,0.696,2021/3/31,1,1,47.3877551020408,1.83673469387755,11.9,3.1,1961000,7350000,379775,19,56.5986394557823,2.89795918367347
623,千葉県,12,0.566,2021/3/31,1,1,51.7654577408532,1.83735420993769,13.2,2.7,1743000,6259000,515760,12,65.3938328806519,3.24332960536827
624,東京都,13,0.562,2021/3/31,1,1,66.8773794985992,2.83025644709432,12.8,2.7,3209000,13921000,219407,63,78.9957617987214,3.51986207887364
625,神奈川県,14,0.707,2021/3/31,1,1,34.4748858447489,1.13068058273538,13.2,2.5,2329000,9198000,241630,38,44.9771689497717,2.26136116547075
626,山梨県,19,0.492,2021/3/31,0,0,3.69913686806412,0.246609124537608,11.5,2,250000,811000,446527,2,4.68557336621455,0.369913686806412
627,新潟県,15,0.691,2021/3/31,0,0,17.1390013495277,0.134952766531714,8.5,2.7,720000,2223000,1258424,2,7.64732343679712,0.269905533063428
628,富山県,16,0.611,2021/3/31,0,0,3.16091954022989,0.0957854406130268,9.6,2.1,337000,1044000,424759,2,3.16091954022989,0.0957854406130268
629,石川県,17,0.484,2021/3/31,0,0,5.27240773286468,0.175746924428823,9.7,2.1,337000,1138000,418605,3,34.182776801406,0.351493848857645
630,長野県,20,0.556,2021/3/31,0,0,21.0834553440703,0,7.4,2.6,653000,2049000,1356156,2,3.70912640312347,0.244021473889702
631,福井県,18,0.65,2021/3/31,0,0,5.72916666666667,0,9.8,1.9,235000,768000,419052,2,4.03645833333333,0.78125
632,岐阜県,21,0.658,2021/3/31,0,1,11.3236034222446,0.754906894816306,11.8,1.7,599000,1987000,1062129,2,24.9622546552592,2.06341217916457
633,静岡県,22,0.567,2021/3/31,0,0,15.7519209659715,0.686059275521405,13.6,2.5,1089000,3644000,777735,5,15.1207464324918,0.466520307354555
634,愛知県,23,0.592,2021/3/31,0,1,19.9284957627119,0.860699152542373,12,2.7,1892000,7552000,517306,15,24.364406779661,1.5625
635,三重県,24,0.64,2021/3/31,0,0,12.6333520494104,0.954519932622122,11.5,1.8,530000,1781000,577445,3,19.0903986524424,1.2914093206064
636,滋賀県,25,0.676,2021/3/31,0,0,21.4285714285714,0.636492220650636,10.2,2.8,368000,1414000,401738,4,24.3281471004243,1.13154172560113
637,京都府,26,0.539,2021/3/31,0,1,17.5764614789005,0.503290747193186,11.6,2.9,753000,2583000,461220,6,23.8482384823848,1.43244289585753
638,大阪府,27,0.721,2021/3/31,0,1,57.6682937904416,0.760585764558974,12.2,3.9,2434000,8809000,190529,46,38.1995686229992,2.16823703030991
639,兵庫県,28,0.667,2021/3/31,0,1,38.2363702890596,1.11598975484815,12.3,2.8,1591000,5466000,840094,7,27.478960848884,2.34174899377973
640,奈良県,29,0.602,2021/3/31,0,0,30.6766917293233,0.676691729323308,11,2.3,417000,1330000,369094,4,23.609022556391,0.601503759398496
641,和歌山県,30,0.709,2021/3/31,0,0,13.4054054054054,0,12.4,2.6,306000,925000,472465,2,10.8108108108108,0.432432432432432
642,鳥取県,31,0.612,2021/3/31,0,0,8.99280575539568,0,10.4,2.7,178000,556000,350714,2,1.97841726618705,0
643,島根県,32,0.702,2021/3/31,0,0,0.445103857566766,0,10.4,2.3,231000,674000,670807,1,2.37388724035608,0
644,岡山県,33,0.701,2021/3/31,0,0,11.0582010582011,0.158730158730159,11.3,2.5,573000,1890000,711433,3,7.72486772486773,0.582010582010582
645,広島県,34,0.673,2021/3/31,0,0,5.24251069900143,0.14265335235378,12.1,2.5,823000,2804000,847964,3,7.45363766048502,0.356633380884451
646,山口県,35,0.66,2021/3/31,0,0,2.65095729013255,0.368188512518409,11.7,1.8,466000,1358000,611253,2,10.8247422680412,1.25184094256259
647,徳島県,36,0.641,2021/3/31,0,0,11.4010989010989,0.274725274725275,12.2,2.2,245000,728000,414675,2,9.2032967032967,0.274725274725275
648,香川県,37,0.612,2021/3/31,0,0,8.99581589958159,0.104602510460251,8,2.3,305000,956000,187679,5,11.1924686192469,0.313807531380753
649,愛媛県,38,0.572,2021/3/31,0,0,22.7035100821509,0.0746825989544436,12.1,2.4,442000,1339000,567616,2,5.22778192681105,0.373412994772218
650,高知県,39,0.672,2021/3/31,0,0,4.72779369627507,0.286532951289398,13.9,2,246000,698000,710364,1,5.30085959885387,0.429799426934097
651,福岡県,40,0.63,2021/3/31,0,1,18.6716300940439,0.803291536050157,13.5,3.1,1425000,5104000,498651,10,36.9710031347962,2.03761755485893
652,佐賀県,41,0.724,2021/3/31,0,0,16.1963190184049,0.613496932515337,13.4,1.4,246000,815000,244070,3,13.0061349693252,0.49079754601227
653,長崎県,42,0.779,2021/3/31,0,0,1.65787490580256,0.226073850791258,13.9,2.5,433000,1327000,413100,3,6.48078372268274,0.678221552373775
654,熊本県,43,0.619,2021/3/31,0,0,3.60411899313501,0.11441647597254,13.9,2.9,543000,1748000,740945,2,5.94965675057208,0.51487414187643
655,大分県,44,0.647,2021/3/31,0,0,1.40969162995595,0.0881057268722467,12.6,2.2,373000,1135000,634076,2,11.8942731277533,0.352422907488987
656,宮崎県,45,0.803,2021/3/31,0,0,1.39794967381174,0.0931966449207828,14.7,2.5,346000,1073000,773533,1,11.8359739049394,0.0931966449207828
657,鹿児島県,46,0.716,2021/3/31,0,0,4.30711610486891,0.124843945068664,15.6,2.8,512000,1602000,918708,2,8.67665418227216,0.436953807740325
658,沖縄県,47,0.714,2021/3/31,0,0,88.7130075705437,0.619408121128699,20.8,3.8,322000,1453000,228100,6,44.6662078458362,1.99587061252581